날짜,식이구분,조식,중식,석식
2025-03-09,일반식,쌀밥+북어채계란국+햄양배추볶음+매콤감자조림+마늘쫑장아찌+포기김치,쌀밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+우렁야채초무침+상추겉절이+깍두기
2025-03-09,당뇨식,보리밥+북어채계란국+햄양배추볶음+매콤감자조림+호박나물+포기김치,보리밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추겉절이+깍두기
2025-03-09,연식,누룽지+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,깻잎야채죽+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,흑임자죽+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-09,저염식,쌀밥+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,쌀밥+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-10,일반식,쌀밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,쌀밥+소고기당면국+오징어쭈꾸미볶음+야채튀김+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비파프리카조림+올방개묵김치무침+깻잎지+깍두기
2025-03-10,당뇨식,보리밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,보리밥+소고기당면국+오징어쭈꾸미볶음+고구마조림+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비구이+올방개묵김치무침+깻잎지+깍두기
2025-03-10,연식,해물죽+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,야채죽+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,쌀죽+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
2025-03-10,저염식,쌀밥+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,쌀밥+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,잡곡밥+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
2025-03-11,일반식,쌀밥+참치김치국+교자만두찜+진미채볶음+치커리겉절이+깍두기,쌀밥+실파계란국+조기구이+매콤두부조림+미역줄기볶음+갓김치,잡곡밥+청국장+제육볶음+해물야채전+양배추찜+쌈장+포기김치
2025-03-11,당뇨식,보리밥+참치김치국+교자만두찜+어묵볶음+치커리겉절이+깍두기,보리밥+실파계란국+조기구이+매콤두부조림+미역줄기볶음+갓김치,잡곡밥+청국장+제육볶음+해물야채전+양배추찜+쌈장+포기김치
2025-03-11,연식,흑임자죽+유부된장국+교자만두찜+어묵볶음+간장치커리무침+백김치,감자죽+실파계란국+조기구이+두부구이+미역줄기볶음+백김치,브로콜리야채죽+두부된장국+간장돈육불고기+해물야채전+양배추된장나물+백김치
2025-03-11,저염식,쌀밥+유부된장국+교자만두찜+어묵볶음+간장치커리무침+백김치,쌀밥+실파계란국+조기구이+두부구이+미역줄기볶음+백김치,잡곡밥+두부된장국+간장돈육불고기+해물야채전+양배추된장나물+백김치
2025-03-12,일반식,쌀밥+소고기해장국+언양식바싹불고기+소스+가지양파볶음+부추생채+깍두기,쌀밥+어묵쑥갓탕+카레덮밥소스+브로콜리+초장+단무지무침+포기김치,잡곡밥+삼색수제비+닭볶음탕+돈육오이볶음+무말랭이무침+포기김치
2025-03-12,당뇨식,보리밥+소고기해장국+언양식바싹불고기+가지양파볶음+부추생채+깍두기,보리밥+어묵쑥갓탕+카레덮밥소스+브로콜리+초장+무나물+포기김치,잡곡밥+삼색수제비+닭볶음탕+돈육오이볶음+무말랭이무침+포기김치
2025-03-12,연식,누룽지+소고기무국+언양식바싹불고기+가지양파볶음+부추나물+백김치,소고기죽+어묵쑥갓탕+감자조림+브로콜리볶음+무나물+백김치,야채죽+삼색수제비+간장닭살볶음+돈육오이볶음+미나리나물+백김치
2025-03-12,저염식,쌀밥+소고기무국+언양식바싹불고기+가지양파볶음+부추나물+백김치,쌀밥+어묵쑥갓탕+감자조림+브로콜리볶음+무나물+백김치,잡곡밥+삼색수제비+간장닭살볶음+돈육오이볶음+미나리나물+백김치
2025-03-13,일반식,쌀밥+들깨미역국+깐풍새우+모듬콩자반+참나물겉절이+포기김치,쌀밥+돈등뼈탕+한식잡채+낙지젓갈+시금치나물+깍두기,미나리소고기솥밥+근대된장국+탕수육+소스+숙주나물+건파래쪽파무침+포기김치
2025-03-13,당뇨식,보리밥+들깨미역국+새우살볶음+물만두찜+참나물겉절이+포기김치,보리밥+돈등뼈탕+한식잡채+낙지젓갈+시금치나물+깍두기,미나리소고기솥밥+근대된장국+돈채볶음+숙주나물+건파래쪽파무침+포기김치
2025-03-13,연식,버섯죽+들깨미역국+새우살볶음+물만두찜+참나물나물+백김치,감자죽+돈등뼈탕(고추분없이)+한식잡채+팽이버섯볶음+시금치나물+백김치,쌀죽+근대된장국+돈채볶음+숙주나물+감자조림+백김치
2025-03-13,저염식,쌀밥+들깨미역국+새우살볶음+물만두찜+참나물나물+백김치,쌀밥+돈등뼈탕(고추분없이)+한식잡채+팽이버섯볶음+시금치나물+백김치,쌀밥+근대된장국+돈채볶음+숙주나물+감자조림+백김치
2025-03-14,일반식,잔멸치주먹밥+흑임자죽+딸기잼샌드위치+후랑크소시지볶음+볶음김치,쌀밥+팽이버섯된장국+반반치킨+감자채볶음+양배추샐러드+포기김치,잡곡밥+콩나물맑은국+고등어무조림+돈채굴소스볶음+청경채나물+갓김치
2025-03-14,당뇨식,보리밥+흑임자죽(달지않게)+계란말이+후랑크소시지볶음+볶음김치,보리밥+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+포기김치,잡곡밥+콩나물맑은국+고등어무조림+돈채굴소스볶음+청경채나물+갓김치
2025-03-14,연식,흑임자죽(탕기)+계란말이+후랑크소시지볶음+백김치+떡갈비구이,야채죽+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+백김치,버섯죽+콩나물맑은국+고등어구이+돈채굴소스볶음+청경채나물+백김치
2025-03-14,저염식,쌀밥+흑임자죽+계란말이+후랑크소시지볶음+백김치+떡갈비구이,쌀밥+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+백김치,잡곡밥+콩나물맑은국+고등어구이+돈채굴소스볶음+청경채나물+백김치
2025-03-15,일반식,쌀밥+아욱된장국+야채계란찜+볼어묵볶음+새콤달콤무생채+포기김치,쌀밥+소고기미역국+간장돈육불고기+고추장멸치볶음+오이생채+깍두기,잡곡밥+양송이스프+두부까스+소스+토마토스파게티+코울슬로우+포기김치
2025-03-15,당뇨식,보리밥+아욱된장국+야채계란찜+볼어묵볶음+무나물+포기김치,보리밥+소고기미역국+간장돈육불고기+야채전+오이생채+깍두기,잡곡밥+양송이스프+두부계란전+갈치구이+양배추나물+포기김치
2025-03-15,연식,야채죽+아욱된장국+야채계란찜+볼어묵볶음+무나물+백김치,쌀죽+소고기미역국+간장돈육불고기+야채전+오이나물+백김치,소고기죽+양송이스프+두부계란전+갈치구이+양배추나물+백김치
2025-03-15,저염식,쌀밥+아욱된장국+야채계란찜+볼어묵볶음+무나물+백김치,쌀밥+소고기미역국+간장돈육불고기+야채전+오이나물+백김치,잡곡밥+양송이스프+두부계란전+갈치구이+양배추나물+백김치
2025-03-16,일반식,쌀밥+북어채계란국+햄양배추볶음+매콤감자조림+마늘쫑장아찌+포기김치,쌀밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+우렁야채초무침+상추겉절이+깍두기
2025-03-16,당뇨식,보리밥+북어채계란국+햄양배추볶음+매콤감자조림+호박나물+포기김치,보리밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추겉절이+깍두기
2025-03-16,연식,누룽지+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,깻잎야채죽+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,흑임자죽+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-16,저염식,쌀밥+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,쌀밥+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-17,일반식,쌀밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,쌀밥+소고기당면국+오징어쭈꾸미볶음+야채튀김+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비파프리카조림+올방개묵김치무침+깻잎지+깍두기
2025-03-17,당뇨식,보리밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,보리밥+소고기당면국+오징어쭈꾸미볶음+고구마조림+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비구이+올방개묵김치무침+깻잎지+깍두기
2025-03-17,연식,해물죽+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,야채죽+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,쌀죽+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
2025-03-17,저염식,쌀밥+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,쌀밥+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,잡곡밥+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
2025-03-18,일반식,쌀밥+참치김치국+교자만두찜+진미채볶음+치커리겉절이+깍두기,쌀밥+실파계란국+조기구이+매콤두부조림+미역줄기볶음+갓김치,잡곡밥+청국장+제육볶음+해물야채전+양배추찜+쌈장+포기김치
2025-03-18,당뇨식,보리밥+참치김치국+교자만두찜+어묵볶음+치커리겉절이+깍두기,보리밥+실파계란국+조기구이+매콤두부조림+미역줄기볶음+갓김치,잡곡밥+청국장+제육볶음+해물야채전+양배추찜+쌈장+포기김치
2025-03-18,연식,흑임자죽+유부된장국+교자만두찜+어묵볶음+간장치커리무침+백김치,감자죽+실파계란국+조기구이+두부구이+미역줄기볶음+백김치,브로콜리야채죽+두부된장국+간장돈육불고기+해물야채전+양배추된장나물+백김치
2025-03-18,저염식,쌀밥+유부된장국+교자만두찜+어묵볶음+간장치커리무침+백김치,쌀밥+실파계란국+조기구이+두부구이+미역줄기볶음+백김치,잡곡밥+두부된장국+간장돈육불고기+해물야채전+양배추된장나물+백김치
2025-03-19,일반식,쌀밥+소고기해장국+언양식바싹불고기+소스+가지양파볶음+부추생채+깍두기,쌀밥+어묵쑥갓탕+카레덮밥소스+브로콜리+초장+단무지무침+포기김치,잡곡밥+삼색수제비+닭볶음탕+돈육오이볶음+무말랭이무침+포기김치
2025-03-19,당뇨식,보리밥+소고기해장국+언양식바싹불고기+가지양파볶음+부추생채+깍두기,보리밥+어묵쑥갓탕+카레덮밥소스+브로콜리+초장+무나물+포기김치,잡곡밥+삼색수제비+닭볶음탕+돈육오이볶음+무말랭이무침+포기김치
2025-03-19,연식,누룽지+소고기무국+언양식바싹불고기+가지양파볶음+부추나물+백김치,소고기죽+어묵쑥갓탕+감자조림+브로콜리볶음+무나물+백김치,야채죽+삼색수제비+간장닭살볶음+돈육오이볶음+미나리나물+백김치
2025-03-19,저염식,쌀밥+소고기무국+언양식바싹불고기+가지양파볶음+부추나물+백김치,쌀밥+어묵쑥갓탕+감자조림+브로콜리볶음+무나물+백김치,잡곡밥+삼색수제비+간장닭살볶음+돈육오이볶음+미나리나물+백김치
2025-03-20,일반식,쌀밥+들깨미역국+깐풍새우+모듬콩자반+참나물겉절이+포기김치,쌀밥+돈등뼈탕+한식잡채+낙지젓갈+시금치나물+깍두기,미나리소고기솥밥+근대된장국+탕수육+소스+숙주나물+건파래쪽파무침+포기김치
2025-03-20,당뇨식,보리밥+들깨미역국+새우살볶음+물만두찜+참나물겉절이+포기김치,보리밥+돈등뼈탕+한식잡채+낙지젓갈+시금치나물+깍두기,미나리소고기솥밥+근대된장국+돈채볶음+숙주나물+건파래쪽파무침+포기김치
2025-03-20,연식,버섯죽+들깨미역국+새우살볶음+물만두찜+참나물나물+백김치,감자죽+돈등뼈탕(고추분없이)+한식잡채+팽이버섯볶음+시금치나물+백김치,쌀죽+근대된장국+돈채볶음+숙주나물+감자조림+백김치
2025-03-20,저염식,쌀밥+들깨미역국+새우살볶음+물만두찜+참나물나물+백김치,쌀밥+돈등뼈탕(고추분없이)+한식잡채+팽이버섯볶음+시금치나물+백김치,쌀밥+근대된장국+돈채볶음+숙주나물+감자조림+백김치
2025-03-21,일반식,잔멸치주먹밥+흑임자죽+딸기잼샌드위치+후랑크소시지볶음+볶음김치,쌀밥+팽이버섯된장국+반반치킨+감자채볶음+양배추샐러드+포기김치,잡곡밥+콩나물맑은국+고등어무조림+돈채굴소스볶음+청경채나물+갓김치
2025-03-21,당뇨식,보리밥+흑임자죽(달지않게)+계란말이+후랑크소시지볶음+볶음김치,보리밥+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+포기김치,잡곡밥+콩나물맑은국+고등어무조림+돈채굴소스볶음+청경채나물+갓김치
2025-03-21,연식,흑임자죽(탕기)+계란말이+후랑크소시지볶음+백김치+떡갈비구이,야채죽+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+백김치,버섯죽+콩나물맑은국+고등어구이+돈채굴소스볶음+청경채나물+백김치
2025-03-21,저염식,쌀밥+흑임자죽+계란말이+후랑크소시지볶음+백김치+떡갈비구이,쌀밥+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+백김치,잡곡밥+콩나물맑은국+고등어구이+돈채굴소스볶음+청경채나물+백김치
2025-03-22,일반식,쌀밥+아욱된장국+야채계란찜+볼어묵볶음+새콤달콤무생채+포기김치,쌀밥+소고기미역국+간장돈육불고기+고추장멸치볶음+오이생채+깍두기,잡곡밥+양송이스프+두부까스+소스+토마토스파게티+코울슬로우+포기김치
2025-03-22,당뇨식,보리밥+아욱된장국+야채계란찜+볼어묵볶음+무나물+포기김치,보리밥+소고기미역국+간장돈육불고기+야채전+오이생채+깍두기,잡곡밥+양송이스프+두부계란전+갈치구이+양배추나물+포기김치
2025-03-22,연식,야채죽+아욱된장국+야채계란찜+볼어묵볶음+무나물+백김치,쌀죽+소고기미역국+간장돈육불고기+야채전+오이나물+백김치,소고기죽+양송이스프+두부계란전+갈치구이+양배추나물+백김치
2025-03-22,저염식,쌀밥+아욱된장국+야채계란찜+볼어묵볶음+무나물+백김치,쌀밥+소고기미역국+간장돈육불고기+야채전+오이나물+백김치,잡곡밥+양송이스프+두부계란전+갈치구이+양배추나물+백김치
2025-03-23,일반식,쌀밥+북어채계란국+햄양배추볶음+매콤감자조림+마늘쫑장아찌+포기김치,쌀밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+우렁야채초무침+상추겉절이+깍두기
2025-03-23,당뇨식,보리밥+북어채계란국+햄양배추볶음+매콤감자조림+호박나물+포기김치,보리밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추겉절이+깍두기
2025-03-23,연식,누룽지+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,깻잎야채죽+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,흑임자죽+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-23,저염식,쌀밥+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,쌀밥+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-24,일반식,쌀밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,쌀밥+소고기당면국+오징어쭈꾸미볶음+야채튀김+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비파프리카조림+올방개묵김치무침+깻잎지+깍두기
2025-03-24,당뇨식,보리밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,보리밥+소고기당면국+오징어쭈꾸미볶음+고구마조림+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비구이+올방개묵김치무침+깻잎지+깍두기
2025-03-24,연식,해물죽+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,야채죽+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,쌀죽+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
2025-03-24,저염식,쌀밥+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,쌀밥+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,잡곡밥+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
2025-03-25,일반식,쌀밥+참치김치국+교자만두찜+진미채볶음+치커리겉절이+깍두기,쌀밥+실파계란국+조기구이+매콤두부조림+미역줄기볶음+갓김치,잡곡밥+청국장+제육볶음+해물야채전+양배추찜+쌈장+포기김치
2025-03-25,당뇨식,보리밥+참치김치국+교자만두찜+어묵볶음+치커리겉절이+깍두기,보리밥+실파계란국+조기구이+매콤두부조림+미역줄기볶음+갓김치,잡곡밥+청국장+제육볶음+해물야채전+양배추찜+쌈장+포기김치
2025-03-25,연식,흑임자죽+유부된장국+교자만두찜+어묵볶음+간장치커리무침+백김치,감자죽+실파계란국+조기구이+두부구이+미역줄기볶음+백김치,브로콜리야채죽+두부된장국+간장돈육불고기+해물야채전+양배추된장나물+백김치
2025-03-25,저염식,쌀밥+유부된장국+교자만두찜+어묵볶음+간장치커리무침+백김치,쌀밥+실파계란국+조기구이+두부구이+미역줄기볶음+백김치,잡곡밥+두부된장국+간장돈육불고기+해물야채전+양배추된장나물+백김치
2025-03-26,일반식,쌀밥+소고기해장국+언양식바싹불고기+소스+가지양파볶음+부추생채+깍두기,쌀밥+어묵쑥갓탕+카레덮밥소스+브로콜리+초장+단무지무침+포기김치,잡곡밥+삼색수제비+닭볶음탕+돈육오이볶음+무말랭이무침+포기김치
2025-03-26,당뇨식,보리밥+소고기해장국+언양식바싹불고기+가지양파볶음+부추생채+깍두기,보리밥+어묵쑥갓탕+카레덮밥소스+브로콜리+초장+무나물+포기김치,잡곡밥+삼색수제비+닭볶음탕+돈육오이볶음+무말랭이무침+포기김치
2025-03-26,연식,누룽지+소고기무국+언양식바싹불고기+가지양파볶음+부추나물+백김치,소고기죽+어묵쑥갓탕+감자조림+브로콜리볶음+무나물+백김치,야채죽+삼색수제비+간장닭살볶음+돈육오이볶음+미나리나물+백김치
2025-03-26,저염식,쌀밥+소고기무국+언양식바싹불고기+가지양파볶음+부추나물+백김치,쌀밥+어묵쑥갓탕+감자조림+브로콜리볶음+무나물+백김치,잡곡밥+삼색수제비+간장닭살볶음+돈육오이볶음+미나리나물+백김치
2025-03-27,일반식,쌀밥+들깨미역국+깐풍새우+모듬콩자반+참나물겉절이+포기김치,쌀밥+돈등뼈탕+한식잡채+낙지젓갈+시금치나물+깍두기,미나리소고기솥밥+근대된장국+탕수육+소스+숙주나물+건파래쪽파무침+포기김치
2025-03-27,당뇨식,보리밥+들깨미역국+새우살볶음+물만두찜+참나물겉절이+포기김치,보리밥+돈등뼈탕+한식잡채+낙지젓갈+시금치나물+깍두기,미나리소고기솥밥+근대된장국+돈채볶음+숙주나물+건파래쪽파무침+포기김치
2025-03-27,연식,버섯죽+들깨미역국+새우살볶음+물만두찜+참나물나물+백김치,감자죽+돈등뼈탕(고추분없이)+한식잡채+팽이버섯볶음+시금치나물+백김치,쌀죽+근대된장국+돈채볶음+숙주나물+감자조림+백김치
2025-03-27,저염식,쌀밥+들깨미역국+새우살볶음+물만두찜+참나물나물+백김치,쌀밥+돈등뼈탕(고추분없이)+한식잡채+팽이버섯볶음+시금치나물+백김치,쌀밥+근대된장국+돈채볶음+숙주나물+감자조림+백김치
2025-03-28,일반식,잔멸치주먹밥+흑임자죽+딸기잼샌드위치+후랑크소시지볶음+볶음김치,쌀밥+팽이버섯된장국+반반치킨+감자채볶음+양배추샐러드+포기김치,잡곡밥+콩나물맑은국+고등어무조림+돈채굴소스볶음+청경채나물+갓김치
2025-03-28,당뇨식,보리밥+흑임자죽(달지않게)+계란말이+후랑크소시지볶음+볶음김치,보리밥+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+포기김치,잡곡밥+콩나물맑은국+고등어무조림+돈채굴소스볶음+청경채나물+갓김치
2025-03-28,연식,흑임자죽(탕기)+계란말이+후랑크소시지볶음+백김치+떡갈비구이,야채죽+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+백김치,버섯죽+콩나물맑은국+고등어구이+돈채굴소스볶음+청경채나물+백김치
2025-03-28,저염식,쌀밥+흑임자죽+계란말이+후랑크소시지볶음+백김치+떡갈비구이,쌀밥+팽이버섯된장국+간장닭살볶음+감자채볶음+양배추나물+백김치,잡곡밥+콩나물맑은국+고등어구이+돈채굴소스볶음+청경채나물+백김치
2025-03-29,일반식,쌀밥+아욱된장국+야채계란찜+볼어묵볶음+새콤달콤무생채+포기김치,쌀밥+소고기미역국+간장돈육불고기+고추장멸치볶음+오이생채+깍두기,잡곡밥+양송이스프+두부까스+소스+토마토스파게티+코울슬로우+포기김치
2025-03-29,당뇨식,보리밥+아욱된장국+야채계란찜+볼어묵볶음+무나물+포기김치,보리밥+소고기미역국+간장돈육불고기+야채전+오이생채+깍두기,잡곡밥+양송이스프+두부계란전+갈치구이+양배추나물+포기김치
2025-03-29,연식,야채죽+아욱된장국+야채계란찜+볼어묵볶음+무나물+백김치,쌀죽+소고기미역국+간장돈육불고기+야채전+오이나물+백김치,소고기죽+양송이스프+두부계란전+갈치구이+양배추나물+백김치
2025-03-29,저염식,쌀밥+아욱된장국+야채계란찜+볼어묵볶음+무나물+백김치,쌀밥+소고기미역국+간장돈육불고기+야채전+오이나물+백김치,잡곡밥+양송이스프+두부계란전+갈치구이+양배추나물+백김치
2025-03-30,일반식,쌀밥+북어채계란국+햄양배추볶음+매콤감자조림+마늘쫑장아찌+포기김치,쌀밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+우렁야채초무침+상추겉절이+깍두기
2025-03-30,당뇨식,보리밥+북어채계란국+햄양배추볶음+매콤감자조림+호박나물+포기김치,보리밥+돈육김치국+순살아귀찜+메추리알장조림+열무된장나물+깍두기,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추겉절이+깍두기
2025-03-30,연식,누룽지+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,깻잎야채죽+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,흑임자죽+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-30,저염식,쌀밥+북어채계란국+햄양배추볶음+감자조림+호박나물+백김치,쌀밥+무채들깨국+가자미구이+메추리알장조림+열무된장나물+백김치,찰흑미밥+시래기된장국+소고기버섯볶음+오이나물+상추간장무침+백김치
2025-03-31,일반식,쌀밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,쌀밥+소고기당면국+오징어쭈꾸미볶음+야채튀김+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비파프리카조림+올방개묵김치무침+깻잎지+깍두기
2025-03-31,당뇨식,보리밥+호박새우젓찌개+순살찜닭+자반볶음+쑥갓나물+포기김치,보리밥+소고기당면국+오징어쭈꾸미볶음+고구마조림+얼갈이배추겉절이+깍두기,잡곡밥+동태탕+떡갈비구이+올방개묵김치무침+깻잎지+깍두기
2025-03-31,연식,해물죽+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,야채죽+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,쌀죽+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
2025-03-31,저염식,쌀밥+호박된장국+순살찜닭+파프리카볶음+쑥갓나물+백김치,쌀밥+소고기당면국+간장오징어볶음+고구마조림+얼갈이배추나물+백김치,잡곡밥+맑은동태탕+떡갈비구이+올방개묵+양념장+쪽파나물+백김치
